listing_id,property_type,city,region,price,created_at,updated_at
DE-10043,Villa,Berlin,Mitte,1229442.0,2025-08-10 15:00:00,2025-08-18 15:00:00
DE-10044,House,Hamburg,Bergedorf,1321746.0,2025-08-21 00:00:00,2025-08-24 00:00:00
DE-10045,Parking,München,Schwabing,33581.0,2025-03-24 12:00:00,2025-04-13 12:00:00
DE-10046,Parking,Hamburg,Bergedorf,58994.0,2025-05-26 21:00:00,2025-06-11 21:00:00
DE-10047,Parking,München,Maxvorstadt,38107.0,2025-01-24 00:00:00,2025-02-03 00:00:00
DE-10048,House,Berlin,Kreuzberg,2110963.0,2024-10-15 07:00:00,2024-11-13 07:00:00
DE-10049,Office,München,Altstadt-Lehel,348709.0,2025-03-19 00:00:00,2025-04-05 00:00:00
DE-10050,Office,München,Bogenhausen,692965.0,2024-10-14 01:00:00,2024-11-06 01:00:00
DE-10051,Villa,München,Bogenhausen,1732083.0,2025-11-04 03:00:00,2025-12-14 03:00:00
DE-10052,Parking,Berlin,Neukölln,52698.0,2025-08-09 08:00:00,2025-08-10 08:00:00
DE-10053,Studio,Berlin,Mitte,618175.0,2024-10-25 14:00:00,2024-11-17 14:00:00
DE-10054,Office,Berlin,Pankow,176428.0,2026-01-19 12:00:00,2026-02-26 12:00:00
DE-10055,Studio,Berlin,Neukölln,454845.0,2024-09-09 15:00:00,2024-09-12 15:00:00
DE-10056,Office,München,Maxvorstadt,487661.0,2024-02-10 16:00:00,2024-03-16 16:00:00
DE-10057,Studio,Berlin,Pankow,-50000.0,2025-03-18 10:00:00,2025-03-29 10:00:00
DE-10058,Studio,Berlin,Pankow,616471.0,2024-12-22 05:00:00,2025-01-03 05:00:00
DE-10059,Studio,München,Maxvorstadt,703706.0,2025-07-02 20:00:00,2025-08-04 20:00:00
DE-10060,Villa,Berlin,Mitte,2468865.0,2024-03-16 20:00:00,2024-04-16 20:00:00
DE-10061,Studio,München,Bogenhausen,613751.0,2025-11-13 10:00:00,2025-12-01 10:00:00
DE-10062,Apartment,Berlin,Charlottenburg,694858.0,2024-12-15 00:00:00,2025-01-14 00:00:00
DE-10063,Parking,München,Altstadt-Lehel,35614.0,2025-08-11 08:00:00,2025-08-18 08:00:00
DE-10064,Apartment,Berlin,Mitte,427975.0,2024-07-02 14:00:00,2024-08-05 14:00:00
DE-10065,Apartment,Hamburg,Nord,866750.0,2024-12-28 19:00:00,2025-01-24 19:00:00
DE-10066,Villa,Berlin,Kreuzberg,,2024-09-19 15:00:00,2024-09-23 15:00:00
DE-10067,Studio,München,Maxvorstadt,793202.0,2024-03-22 10:00:00,2024-04-30 10:00:00
DE-10068,House,Berlin,Neukölln,2969739.0,2025-06-23 06:00:00,2025-08-07 06:00:00
DE-10069,Villa,Hamburg,Bergedorf,2766797.0,2025-12-28 17:00:00,2026-01-09 17:00:00
DE-10070,Apartment,Berlin,Mitte,700386.0,2025-08-02 18:00:00,2025-08-06 18:00:00
DE-10071,Office,München,Bogenhausen,634938.0,2024-06-28 07:00:00,2024-07-24 07:00:00
DE-10072,House,München,Bogenhausen,2595045.0,2026-01-17 15:00:00,2026-02-01 15:00:00
DE-10073,House,Berlin,Charlottenburg,3148617.0,2024-10-11 08:00:00,2024-10-29 08:00:00
DE-10074,House,Hamburg,Eimsbüttel,2186954.0,2025-04-06 23:00:00,2025-04-24 23:00:00
DE-10075,Studio,München,Maxvorstadt,223347.0,2026-03-02 10:00:00,2026-04-01 10:00:00
DE-10076,Parking,Hamburg,Nord,59401.0,2024-11-24 08:00:00,2024-12-04 08:00:00
DE-10077,Office,München,Altstadt-Lehel,196452.0,2025-05-12 11:00:00,2025-06-06 11:00:00
DE-10078,Apartment,Berlin,Neukölln,-50000.0,2024-02-04 14:00:00,2024-03-06 14:00:00
DE-10079,Apartment,Hamburg,Eimsbüttel,160043.0,2024-09-08 11:00:00,2024-08-29 11:00:00
DE-10080,House,Berlin,Mitte,2734964.0,2025-10-20 06:00:00,2025-12-02 06:00:00
DE-10081,Villa,München,Altstadt-Lehel,1939565.0,2025-01-07 22:00:00,2025-01-19 22:00:00
DE-10082,Parking,München,Bogenhausen,27283.0,2024-06-28 00:00:00,2024-07-30 00:00:00
DE-10083,House,Berlin,Mitte,1077434.0,2026-02-20 00:00:00,2026-03-01 00:00:00
DE-10084,Office,München,Schwabing,,2025-07-19 07:00:00,2025-07-20 07:00:00
DE-10085,Villa,Hamburg,Bergedorf,,2026-01-13 05:00:00,2026-01-30 05:00:00
DE-10086,Parking,München,Schwabing,57990.0,2024-09-19 06:00:00,2024-09-26 06:00:00
DE-10087,Parking,Berlin,Mitte,56581.0,2025-09-06 11:00:00,2025-10-12 11:00:00
DE-10088,Parking,Berlin,Kreuzberg,46790.0,2025-10-14 15:00:00,2025-11-06 15:00:00
DE-10089,House,München,Bogenhausen,1843569.0,2025-07-29 22:00:00,2025-08-23 22:00:00
DE-10090,House,München,Bogenhausen,1746410.0,2025-07-20 08:00:00,2025-07-22 08:00:00
DE-10091,Parking,Hamburg,Bergedorf,45961.0,2024-12-25 13:00:00,2025-01-12 13:00:00
DE-10092,Villa,Berlin,Neukölln,1794612.0,2024-02-26 10:00:00,2024-02-16 10:00:00
DE-10093,Studio,Berlin,Charlottenburg,769370.0,2025-07-31 15:00:00,2025-08-07 15:00:00
DE-10094,House,München,Maxvorstadt,,2025-12-03 14:00:00,2025-12-20 14:00:00
DE-10095,Parking,Hamburg,Bergedorf,22228.0,2025-10-14 15:00:00,2025-11-17 15:00:00
DE-10096,Parking,Berlin,Neukölln,59019.0,2026-03-06 20:00:00,2026-03-28 20:00:00
DE-10097,Studio,Berlin,Neukölln,681832.0,2024-02-04 18:00:00,2024-02-11 18:00:00
DE-10098,Studio,Hamburg,Altona,155696.0,2025-07-29 02:00:00,2025-09-05 02:00:00
DE-10099,House,Hamburg,Bergedorf,2749835.0,2025-03-15 16:00:00,2025-04-25 16:00:00
DE-10100,Apartment,Hamburg,Eimsbüttel,852091.0,2025-03-29 05:00:00,2025-04-13 05:00:00
DE-10101,Parking,München,Maxvorstadt,23124.0,2025-11-22 17:00:00,2026-01-02 17:00:00
DE-10102,Office,München,Bogenhausen,190422.0,2025-12-13 02:00:00,2026-01-12 02:00:00
DE-10103,Apartment,Berlin,Neukölln,777183.0,2024-01-24 14:00:00,2024-03-02 14:00:00
DE-10104,Studio,Berlin,Kreuzberg,347824.0,2024-12-23 09:00:00,2025-01-31 09:00:00
DE-10105,House,Hamburg,Wandsbek,2344930.0,2026-01-28 08:00:00,2026-02-08 08:00:00
DE-10106,Apartment,Berlin,Mitte,435360.0,2024-03-16 21:00:00,2024-03-17 21:00:00
DE-10107,Apartment,München,Bogenhausen,654217.0,2025-09-17 01:00:00,2025-09-07 01:00:00
DE-10108,Parking,Berlin,Pankow,40087.0,2025-11-25 03:00:00,2026-01-06 03:00:00
DE-10109,Villa,München,Schwabing,1450900.0,2024-09-01 17:00:00,2024-08-22 17:00:00
DE-10110,Villa,Berlin,Kreuzberg,2470658.0,2024-12-01 17:00:00,2025-01-12 17:00:00
DE-10111,Parking,Hamburg,Altona,59950.0,2024-11-14 10:00:00,2024-12-17 10:00:00
DE-10112,Studio,Hamburg,Eimsbüttel,543900.0,2025-05-07 08:00:00,2025-06-04 08:00:00
DE-10113,Villa,München,Bogenhausen,1240245.0,2024-03-26 09:00:00,2024-04-10 09:00:00
DE-10114,Parking,Hamburg,Altona,,2025-06-11 19:00:00,2025-07-05 19:00:00
DE-10115,Apartment,Berlin,Neukölln,842575.0,2024-04-10 21:00:00,2024-05-19 21:00:00
DE-10116,Parking,Berlin,Mitte,19086.0,2024-04-05 11:00:00,2024-05-12 11:00:00
DE-10117,Studio,Hamburg,Bergedorf,573510.0,2025-12-04 00:00:00,2025-11-24 00:00:00
DE-10118,Villa,Hamburg,Altona,2904597.0,2025-08-27 12:00:00,2025-09-17 12:00:00
DE-10119,Studio,Hamburg,Bergedorf,330277.0,2025-11-09 07:00:00,2025-10-30 07:00:00
DE-10120,Apartment,Berlin,Mitte,455947.0,2024-12-06 01:00:00,2024-12-09 01:00:00
DE-10121,Office,Hamburg,Bergedorf,862601.0,2024-04-15 03:00:00,2024-05-02 03:00:00
DE-10122,House,Hamburg,Bergedorf,3029732.0,2026-01-16 00:00:00,2026-02-10 00:00:00
DE-10123,Office,Berlin,Mitte,619782.0,2026-01-24 19:00:00,2026-02-16 19:00:00
DE-10124,House,München,Bogenhausen,2742037.0,2025-09-28 12:00:00,2025-10-24 12:00:00
DE-10125,Studio,München,Altstadt-Lehel,803105.0,2025-08-09 00:00:00,2025-09-17 00:00:00
DE-10126,Studio,Berlin,Charlottenburg,762038.0,2024-03-02 04:00:00,2024-04-02 04:00:00
DE-10127,House,Hamburg,Eimsbüttel,969765.0,2024-01-16 23:00:00,2024-01-24 23:00:00
DE-10128,Office,Hamburg,Nord,498189.0,2025-04-14 13:00:00,2025-04-22 13:00:00
DE-10129,Villa,Berlin,Mitte,1080726.0,2024-12-06 02:00:00,2024-11-26 02:00:00
DE-10130,Studio,Berlin,Neukölln,459948.0,2025-08-01 14:00:00,2025-08-14 14:00:00
DE-10131,Office,Berlin,Charlottenburg,830240.0,2024-05-22 16:00:00,2024-06-27 16:00:00
DE-10132,Villa,Berlin,Pankow,2082476.0,2025-11-05 22:00:00,2025-12-12 22:00:00
DE-10133,Apartment,München,Altstadt-Lehel,596766.0,2024-11-22 22:00:00,2024-11-24 22:00:00
DE-10134,Apartment,Berlin,Charlottenburg,865898.0,2025-04-22 05:00:00,2025-04-30 05:00:00
DE-10135,Studio,München,Maxvorstadt,815784.0,2024-07-21 06:00:00,2024-07-28 06:00:00
DE-10136,Studio,München,Bogenhausen,253867.0,2024-08-15 03:00:00,2024-08-17 03:00:00
DE-10137,Office,Berlin,Kreuzberg,725106.0,2024-04-18 02:00:00,2024-04-22 02:00:00
DE-10138,Parking,München,Schwabing,49885.0,2024-12-22 02:00:00,2024-12-12 02:00:00
DE-10139,House,Hamburg,Bergedorf,1560801.0,2026-01-12 21:00:00,2026-01-21 21:00:00
DE-10140,Parking,Berlin,Kreuzberg,49067.0,2026-01-26 19:00:00,2026-02-15 19:00:00
DE-10141,Apartment,Berlin,Kreuzberg,814035.0,2025-01-03 17:00:00,2025-02-01 17:00:00
DE-10142,House,Berlin,Mitte,1876062.0,2024-05-19 13:00:00,2024-05-21 13:00:00
DE-10143,Apartment,München,Schwabing,692388.0,2025-11-26 15:00:00,2025-12-04 15:00:00
DE-10144,Parking,Berlin,Mitte,,2024-07-25 02:00:00,2024-08-07 02:00:00
DE-10145,Apartment,Berlin,Charlottenburg,838920.0,2025-08-21 23:00:00,2025-09-25 23:00:00
DE-10146,Villa,München,Bogenhausen,2502249.0,2024-02-09 04:00:00,2024-02-13 04:00:00
DE-10147,Villa,München,Altstadt-Lehel,629084.0,2025-07-17 12:00:00,2025-08-14 12:00:00
DE-10148,Villa,Berlin,Neukölln,2626744.0,2024-12-09 21:00:00,2025-01-16 21:00:00
DE-10149,Studio,Hamburg,Altona,680512.0,2026-03-01 03:00:00,2026-03-11 03:00:00
DE-10150,Studio,Hamburg,Nord,577120.0,2025-01-22 11:00:00,2025-02-28 11:00:00
DE-10151,Office,München,Bogenhausen,705811.0,2025-05-17 20:00:00,2025-06-15 20:00:00
DE-10152,Office,Hamburg,Nord,537850.0,2024-08-18 17:00:00,2024-09-10 17:00:00
DE-10153,Apartment,München,Schwabing,762990.0,2024-06-05 13:00:00,2024-06-12 13:00:00
DE-10154,Office,Hamburg,Bergedorf,256952.0,2025-04-22 20:00:00,2025-05-01 20:00:00
DE-10155,Studio,Hamburg,Wandsbek,513287.0,2025-09-20 16:00:00,2025-09-21 16:00:00
DE-10156,House,Berlin,Pankow,2930876.0,2025-11-29 22:00:00,2026-01-12 22:00:00
DE-10157,Apartment,Berlin,Charlottenburg,789193.0,2024-04-10 17:00:00,2024-05-25 17:00:00
DE-10158,Studio,Berlin,Neukölln,305900.0,2025-11-25 23:00:00,2025-12-03 23:00:00
DE-10159,Office,Hamburg,Altona,,2024-02-18 02:00:00,2024-03-20 02:00:00
DE-10160,Villa,Berlin,Neukölln,1287686.0,2025-12-31 13:00:00,2026-01-11 13:00:00
DE-10161,Office,Berlin,Pankow,820520.0,2024-07-15 05:00:00,2024-07-05 05:00:00
DE-10162,Apartment,München,Bogenhausen,328326.0,2024-02-27 01:00:00,2024-03-21 01:00:00
DE-10163,Apartment,Berlin,Pankow,580436.0,2025-08-16 22:00:00,2025-08-24 22:00:00
DE-10164,Apartment,München,Bogenhausen,-50000.0,2024-02-25 00:00:00,2024-03-23 00:00:00
DE-10165,Villa,Hamburg,Eimsbüttel,3101274.0,2026-02-15 09:00:00,2026-03-22 09:00:00
DE-10166,Office,Hamburg,Nord,347153.0,2025-10-04 23:00:00,2025-10-23 23:00:00
DE-10167,Studio,Hamburg,Altona,159874.0,2024-02-14 07:00:00,2024-03-22 07:00:00
DE-10168,Villa,Berlin,Neukölln,1192915.0,2025-05-09 04:00:00,2025-05-25 04:00:00
DE-10169,Studio,München,Maxvorstadt,364332.0,2025-07-28 16:00:00,2025-08-11 16:00:00
DE-10170,Office,München,Altstadt-Lehel,,2024-12-03 20:00:00,2024-12-08 20:00:00
DE-10171,House,Berlin,Kreuzberg,3059834.0,2024-08-02 15:00:00,2024-08-14 15:00:00
DE-10172,Studio,Hamburg,Altona,464170.0,2024-05-16 05:00:00,2024-06-24 05:00:00
DE-10173,Studio,München,Altstadt-Lehel,704863.0,2026-01-30 01:00:00,2026-03-06 01:00:00
DE-10174,Parking,Hamburg,Altona,24374.0,2025-03-07 02:00:00,2025-04-02 02:00:00
DE-10175,House,München,Altstadt-Lehel,677054.0,2024-07-11 06:00:00,2024-08-01 06:00:00
DE-10176,Apartment,München,Altstadt-Lehel,397441.0,2024-05-31 12:00:00,2024-07-12 12:00:00
DE-10177,House,Hamburg,Wandsbek,,2024-09-25 13:00:00,2024-10-12 13:00:00
DE-10178,Studio,Hamburg,Eimsbüttel,200326.0,2025-07-27 08:00:00,2025-08-06 08:00:00
DE-10179,Studio,München,Schwabing,560637.0,2025-11-10 11:00:00,2025-11-19 11:00:00
DE-10180,House,Hamburg,Bergedorf,-50000.0,2024-12-16 00:00:00,2025-01-19 00:00:00
DE-10181,Parking,Hamburg,Nord,58037.0,2026-02-24 10:00:00,2026-03-02 10:00:00
DE-10182,House,Hamburg,Eimsbüttel,3068460.0,2024-03-12 21:00:00,2024-03-18 21:00:00
DE-10183,Office,Berlin,Neukölln,323614.0,2025-08-30 23:00:00,2025-10-09 23:00:00
DE-10184,Apartment,Hamburg,Altona,223838.0,2024-04-12 13:00:00,2024-04-23 13:00:00
DE-10185,House,Hamburg,Eimsbüttel,1889482.0,2024-09-13 16:00:00,2024-09-15 16:00:00
DE-10186,Villa,Berlin,Mitte,1977571.0,2025-03-11 01:00:00,2025-03-22 01:00:00
DE-10187,Parking,Hamburg,Altona,28036.0,2025-08-26 13:00:00,2025-08-29 13:00:00
DE-10188,House,Hamburg,Altona,1115698.0,2025-04-15 01:00:00,2025-05-16 01:00:00
DE-10189,Studio,Hamburg,Wandsbek,515248.0,2025-07-08 05:00:00,2025-07-30 05:00:00
DE-10190,Parking,Hamburg,Bergedorf,25081.0,2024-02-12 09:00:00,2024-02-19 09:00:00
DE-10191,Studio,Hamburg,Eimsbüttel,601438.0,2024-10-13 15:00:00,2024-11-10 15:00:00
DE-10192,Studio,Hamburg,Altona,301623.0,2025-08-18 12:00:00,2025-09-03 12:00:00
DE-10193,Villa,München,Maxvorstadt,724846.0,2024-05-29 14:00:00,2024-06-11 14:00:00
DE-10194,Villa,Berlin,Kreuzberg,1549790.0,2024-07-11 08:00:00,2024-07-21 08:00:00
DE-10195,Studio,Hamburg,Bergedorf,,2026-01-11 00:00:00,2026-01-01 00:00:00
DE-10196,Villa,Berlin,Pankow,972900.0,2025-01-17 11:00:00,2025-02-12 11:00:00
DE-10197,House,Hamburg,Eimsbüttel,1834282.0,2025-11-24 10:00:00,2025-11-26 10:00:00
DE-10198,Studio,München,Bogenhausen,514673.0,2025-06-15 09:00:00,2025-06-23 09:00:00
DE-10199,Studio,Berlin,Mitte,438049.0,2024-01-28 16:00:00,2024-02-04 16:00:00
DE-10200,House,Berlin,Neukölln,2596672.0,2024-07-13 13:00:00,2024-08-15 13:00:00
DE-10201,Apartment,Berlin,Kreuzberg,289359.0,2025-04-13 03:00:00,2025-05-23 03:00:00
DE-10202,House,Berlin,Charlottenburg,2184475.0,2024-04-18 14:00:00,2024-04-27 14:00:00
DE-10203,Studio,Hamburg,Altona,,2024-09-10 01:00:00,2024-09-12 01:00:00
DE-10204,Apartment,Hamburg,Altona,669643.0,2025-02-22 10:00:00,2025-02-23 10:00:00
DE-10205,House,Berlin,Neukölln,2558902.0,2025-01-10 03:00:00,2025-02-14 03:00:00
DE-10206,Apartment,Berlin,Neukölln,425817.0,2025-06-02 22:00:00,2025-06-16 22:00:00
DE-10207,House,München,Maxvorstadt,2872411.0,2024-12-08 03:00:00,2024-11-28 03:00:00
DE-10208,Studio,Berlin,Kreuzberg,199887.0,2024-02-29 21:00:00,2024-04-12 21:00:00
DE-10209,Studio,Berlin,Charlottenburg,565370.0,2025-07-21 01:00:00,2025-08-07 01:00:00
DE-10210,Studio,Hamburg,Altona,719061.0,2024-12-13 19:00:00,2025-01-10 19:00:00
DE-10211,House,Hamburg,Bergedorf,1975906.0,2024-07-22 17:00:00,2024-07-24 17:00:00
DE-10212,Villa,Berlin,Kreuzberg,1403073.0,2025-01-10 10:00:00,2025-02-09 10:00:00
DE-10213,Office,Hamburg,Wandsbek,251511.0,2025-10-27 14:00:00,2025-11-16 14:00:00
DE-10214,Studio,Berlin,Kreuzberg,343561.0,2025-05-05 07:00:00,2025-05-10 07:00:00
DE-10215,Office,Berlin,Charlottenburg,579349.0,2026-02-27 16:00:00,2026-03-14 16:00:00
DE-10216,House,München,Bogenhausen,1386481.0,2024-11-02 11:00:00,2024-12-14 11:00:00
DE-10217,Parking,Hamburg,Bergedorf,45457.0,2024-04-02 05:00:00,2024-05-15 05:00:00
DE-10218,Office,Berlin,Charlottenburg,176739.0,2024-04-20 07:00:00,2024-04-23 07:00:00
DE-10219,Parking,München,Altstadt-Lehel,34733.0,2024-04-27 21:00:00,2024-05-31 21:00:00
DE-10220,Office,Berlin,Neukölln,-50000.0,2024-10-14 08:00:00,2024-11-08 08:00:00
DE-10221,Studio,München,Maxvorstadt,242686.0,2025-04-30 15:00:00,2025-06-09 15:00:00
DE-10222,Apartment,Hamburg,Wandsbek,509539.0,2024-07-17 15:00:00,2024-08-20 15:00:00
DE-10223,Apartment,Berlin,Kreuzberg,623523.0,2025-10-15 02:00:00,2025-11-10 02:00:00
DE-10224,Parking,Berlin,Neukölln,46337.0,2026-01-19 00:00:00,2026-02-23 00:00:00
DE-10225,Parking,München,Bogenhausen,,2024-10-20 10:00:00,2024-10-22 10:00:00
DE-10226,Parking,Berlin,Pankow,33929.0,2024-04-26 03:00:00,2024-05-21 03:00:00
DE-10227,Villa,München,Schwabing,1849280.0,2024-06-07 21:00:00,2024-07-21 21:00:00
DE-10228,Office,Hamburg,Bergedorf,501504.0,2025-07-04 00:00:00,2025-07-17 00:00:00
DE-10229,Studio,Berlin,Pankow,642921.0,2025-09-25 23:00:00,2025-10-13 23:00:00
DE-10230,Villa,München,Schwabing,2259344.0,2025-06-11 00:00:00,2025-06-26 00:00:00
DE-10231,Villa,München,Schwabing,1259866.0,2025-11-28 19:00:00,2026-01-02 19:00:00
DE-10232,Villa,Hamburg,Altona,2441477.0,2024-01-14 05:00:00,2024-02-11 05:00:00
DE-10233,Office,Berlin,Charlottenburg,599678.0,2025-03-18 23:00:00,2025-04-18 23:00:00
DE-10234,Villa,Berlin,Neukölln,1335139.0,2025-11-20 03:00:00,2025-12-16 03:00:00
DE-10235,Apartment,Berlin,Neukölln,,2024-01-23 02:00:00,2024-02-24 02:00:00
DE-10236,Office,München,Bogenhausen,,2025-11-28 21:00:00,2025-12-03 21:00:00
DE-10237,House,Berlin,Kreuzberg,2236374.0,2024-10-11 11:00:00,2024-10-01 11:00:00
DE-10238,Parking,München,Schwabing,27892.0,2025-10-05 20:00:00,2025-11-13 20:00:00
DE-10239,Villa,Berlin,Kreuzberg,2949524.0,2024-03-28 20:00:00,2024-04-08 20:00:00
DE-10240,Office,Berlin,Neukölln,450647.0,2025-12-18 08:00:00,2026-01-24 08:00:00
DE-10241,House,München,Altstadt-Lehel,-50000.0,2024-01-26 17:00:00,2024-01-16 17:00:00
DE-10242,House,Hamburg,Altona,3235471.0,2026-01-31 12:00:00,2026-02-12 12:00:00
DE-10243,Parking,Berlin,Kreuzberg,25154.0,2025-12-04 23:00:00,2025-12-21 23:00:00
DE-10244,Apartment,Hamburg,Bergedorf,233646.0,2024-01-07 20:00:00,2024-01-12 20:00:00
DE-10245,House,Berlin,Charlottenburg,1250509.0,2025-09-28 06:00:00,2025-10-20 06:00:00
DE-10246,House,Hamburg,Eimsbüttel,616522.0,2025-07-27 05:00:00,2025-07-30 05:00:00
DE-10247,Studio,Hamburg,Bergedorf,647675.0,2025-07-03 18:00:00,2025-08-10 18:00:00
DE-10248,House,München,Bogenhausen,1692772.0,2025-04-09 16:00:00,2025-05-11 16:00:00
DE-10249,Office,Hamburg,Wandsbek,533744.0,2025-09-23 03:00:00,2025-10-21 03:00:00
DE-10250,Villa,Hamburg,Altona,3081300.0,2025-04-13 15:00:00,2025-04-20 15:00:00
DE-10251,Villa,Hamburg,Wandsbek,2758185.0,2024-08-23 15:00:00,2024-09-30 15:00:00
DE-10252,Villa,Hamburg,Bergedorf,1327915.0,2024-05-27 03:00:00,2024-06-15 03:00:00
DE-10253,Office,Hamburg,Altona,163685.0,2025-07-28 12:00:00,2025-08-23 12:00:00
DE-10254,Parking,Berlin,Kreuzberg,49815.0,2025-03-06 14:00:00,2025-04-10 14:00:00
DE-10255,House,Berlin,Mitte,755717.0,2024-10-07 05:00:00,2024-10-25 05:00:00
DE-10256,Studio,Berlin,Pankow,439384.0,2025-08-31 03:00:00,2025-09-25 03:00:00
DE-10257,Parking,Berlin,Mitte,,2024-05-12 07:00:00,2024-06-21 07:00:00
DE-10258,Office,München,Maxvorstadt,686394.0,2025-07-21 00:00:00,2025-08-28 00:00:00
DE-10259,Apartment,Berlin,Pankow,701088.0,2025-07-24 17:00:00,2025-07-14 17:00:00
DE-10260,House,Berlin,Neukölln,1829826.0,2025-06-18 03:00:00,2025-06-20 03:00:00
DE-10261,Parking,Hamburg,Eimsbüttel,59696.0,2024-05-01 11:00:00,2024-04-21 11:00:00
DE-10262,House,Berlin,Charlottenburg,1357710.0,2024-11-17 09:00:00,2024-11-21 09:00:00
DE-10263,Office,Berlin,Mitte,512735.0,2026-02-11 00:00:00,2026-02-22 00:00:00
DE-10264,Parking,Berlin,Pankow,54152.0,2025-02-15 17:00:00,2025-02-16 17:00:00
DE-10265,Apartment,Hamburg,Eimsbüttel,880548.0,2025-10-15 03:00:00,2025-11-14 03:00:00
DE-10266,Office,Berlin,Mitte,205008.0,2025-08-12 05:00:00,2025-08-22 05:00:00
DE-10267,Apartment,Berlin,Charlottenburg,781104.0,2025-06-20 19:00:00,2025-07-01 19:00:00
DE-10268,Apartment,Hamburg,Eimsbüttel,473751.0,2025-01-23 14:00:00,2025-03-02 14:00:00
